iter,dual_obj,r,Δ,Δₐ_Δₚ,cgits,cgmsg
135,-102622.70349029476,6.210566943962044,2.018823311318424,0.13816404243846028,1,⊕
136,-102630.39188457205,6.878244714423115,2.018823311318424,0.6133420801832506,1,⊕
137,-102631.32187365027,6.209205771752878,2.018823311318424,0.07362847531918336,1,⊕
138,-102639.92828330543,6.771809733469763,2.018823311318424,0.6867022718607708,1,⊕
139,-102640.05538966044,6.207808615930963,2.018823311318424,0.011988886991590461,1,⊕
140,-102649.44108830547,6.565568889150001,2.018823311318424,0.7490402400879776,1,⊕
141,-102649.6287650857,6.206191123340871,2.018823311318424,0.02829979730418004,1,⊕
142,-102656.66576966939,6.90753902660441,2.018823311318424,0.5618033523231792,1,⊕
143,-102658.18259793974,6.204864235234847,2.018823311318424,0.11423605913609503,1,⊕
144,-102666.17967447998,6.846721909247245,2.018823311318424,0.6385427072646308,1,⊕
145,-102666.79607185636,6.2034945126387955,2.018823311318424,0.05093052215794116,1,⊕
146,-102675.67444387655,6.70958653896478,2.018823311318424,0.7090499815314251,1,⊕
147,-102676.18910543855,6.201875834225567,2.018823311318424,0.06058368152576791,1,⊕
148,-102682.86190725095,6.91475878701262,2.018823311318424,0.5331228788721654,1,⊕
149,-102684.70419211598,6.20057601644461,2.018823311318424,0.13656831613270004,1,⊕
150,-102692.34992513845,6.870784010744877,2.018823311318424,0.6109217280794308,1,⊕
151,-102693.25905534269,6.199222735538636,2.018823311318424,0.07192508348179254,1,⊕
152,-102701.82108386929,6.766833314110136,2.018823311318424,0.6842614731054946,1,⊕
153,-102701.9253276281,6.197834166981785,2.018823311318424,0.009784364222312582,1,⊕
154,-102711.26897411657,6.5642806851580335,2.018823311318424,0.7468844631913677,1,⊕
155,-102711.4337727049,6.196225122361218,2.018823311318424,0.02458533050690759,1,⊕
156,-102718.43071036266,6.899318737863144,2.018823311318424,0.5595030311373347,1,⊕
157,-102719.9253538756,6.194905670710613,2.018823311318424,0.11260994504277294,1,⊕
158,-102727.87934887648,6.839887225303176,2.018823311318424,0.6361239135204669,1,⊕
159,-102728.474598776,6.1935440243800945,2.018823311318424,0.04910250118960685,1,⊕
160,-102737.30913631368,6.705804763407679,2.018823311318424,0.7066829812710871,1,⊕
161,-102737.80679281433,6.191932718532732,2.018823311318424,0.058253817406980456,1,⊕
162,-102744.43383617618,6.906503768381852,2.018823311318424,0.5303176532930545,1,⊕
163,-102746.25989883536,6.190640561507479,2.018823311318424,0.13542652120352655,1,⊕
164,-102753.85668897128,6.863773001516562,2.018823311318424,0.6079856157502872,1,⊕
165,-102754.75111033302,6.189295411444742,2.018823311318424,0.07066550903929822,1,⊕
166,-102763.26295611214,6.762804081588998,2.018823311318424,0.6813423602007468,1,⊕
167,-102763.3494427953,6.187915648689148,2.018823311318424,0.008065044390806766,1,⊕
168,-102772.64632117607,6.564633913032754,2.018823311318424,0.7443374684430027,1,⊕
169,-102772.79165322811,6.186315053893993,2.018823311318424,0.021388240429692864,1,⊕
170,-102779.74526941379,6.891257880107275,2.018823311318424,0.5569298147096675,1,⊕
171,-102781.22117320678,6.1850010342644275,2.018823311318424,0.1112231792617187,1,⊕
172,-102789.12859804818,6.831051906563099,2.018823311318424,0.6334137219805788,1,⊕
173,-102789.70625401573,6.181529762706966,2.018823311318424,0.04768983068119272,1,⊕
174,-102797.89743183102,4.742986563232352,2.018823311318424,0.6577764141652116,1,⊕
175,-102799.83300569246,6.175728731013192,2.018823311318424,0.26357937032016293,1,⊕
176,-102805.04196658052,6.508899858982682,2.018823311318424,0.42038170593601204,1,⊕
177,-102807.90988921434,4.829114327830666,2.018823311318424,0.3457959837500517,1,⊕
178,-102814.53662862664,4.736393806769659,3.028234966977637,0.9712883261003883,1,⊕
179,-102816.33475237069,6.1793149265724985,3.028234966977637,0.1443160534993059,1,⊕
180,-102824.11049045378,6.899850414186042,3.028234966977637,0.4156646151003847,1,⊕
181,-102828.70337831492,5.460233765550796,3.028234966977637,0.2266003953174124,1,⊕
182,-102837.93884772787,4.8044892726256645,3.028234966977637,0.8936740554170738,2,⊕
183,-102844.57175625533,6.154517006722887,3.028234966977637,0.5465085736273391,1,⊕
184,-102844.86133390336,6.917096038263405,3.028234966977637,0.01932271433134166,1,⊕
185,-102853.87035049668,5.8271299203837,3.028234966977637,0.43025586870052523,1,⊕
186,-102858.49252650411,5.043171357314654,3.028234966977637,0.4516418081157383,1,⊕
187,-102868.13918960116,5.546929708264585,4.5423524504664545,1.0004705777097969,2,⊕
188,-102869.47258287769,6.913615782561027,4.5423524504664545,0.08593611244647734,2,⊕
189,-102879.6101274446,4.162706287735499,4.5423524504664545,0.32293574346961684,1,⊕
190,-102882.71909823144,6.285838850810047,4.5423524504664545,0.25477947500394627,2,⊕
191,-102890.34465880202,4.371100049237366,4.5423524504664545,0.2694751114530227,1,⊕
192,-102891.4024033874,6.167192587440953,4.5423524504664545,0.06403224116631061,1,⊕
193,-102896.9966053469,6.827344567011541,4.5423524504664545,0.19977085682411755,1,⊕
194,-102899.24094629302,6.11854872689457,4.5423524504664545,0.09046377773681576,1,⊕
195,-102903.45206369359,4.919864124874956,4.5423524504664545,0.15167261107016464,1,⊕
196,-102917.1180440009,5.619074137723541,4.5423524504664545,0.8699221140269773,2,⊕
197,-102918.25686630003,5.347097794897493,4.5423524504664545,0.08681190618316452,2,⊕
198,-102925.59348958274,4.7347204837402215,4.5423524504664545,0.416311855421236,2,⊕
199,-102930.524048227,5.267518862050264,4.5423524504664545,0.29651076531849085,2,⊕
200,-102937.98859966619,6.138943572713275,4.5423524504664545,0.41866473207693516,2,⊕
